Title,Date
Marvel's Jessica Jones: Season 3: A.K.A I Wish,6/20/19
Marvel's Jessica Jones: Season 3: A.K.A Customer Service is Standing By,6/20/19
How I Met Your Mother: Season 8: Farhampton,6/19/19
How I Met Your Mother: Season 7: The Magician's Code Part 2,6/18/19
How I Met Your Mother: Season 7: The Magician's Code Part 1,6/18/19
How I Met Your Mother: Season 7: Good Crazy,6/18/19
Marvel's Jessica Jones: Season 3: A.K.A I Have No Spleen,6/17/19
Marvel's Jessica Jones: Season 3: A.K.A You're Welcome,6/17/19
Marvel's Jessica Jones: Season 3: A.K.A The Perfect Burger,6/16/19
The Perfection,6/16/19
How I Met Your Mother: Season 7: Now We're Even,6/13/19
"Black Mirror: Season 5: Rachel, Jack and Ashley Too",6/13/19
How I Met Your Mother: Season 7: Trilogy Time,6/13/19
How I Met Your Mother: Season 7: The Broath,06/11/2019
How I Met Your Mother: Season 7: Karma,06/10/2019
How I Met Your Mother: Season 7: No Pressure,06/10/2019
How I Met Your Mother: Season 7: The Drunk Train,06/08/2019
How I Met Your Mother: Season 7: The Burning Beekeeper,06/07/2019
Black Mirror: Season 5: Smithereens,06/06/2019
The Devil and Father Amorth,06/06/2019
How I Met Your Mother: Season 7: 46 Minutes,06/05/2019
Black Mirror: Season 5: Striking Vipers,06/05/2019
How I Met Your Mother: Season 7: Tailgate,06/04/2019
How I Met Your Mother: Season 7: Symphony of Illumination,06/04/2019
How I Met Your Mother: Season 7: The Rebound Girl,06/02/2019
How I Met Your Mother: Season 7: Tick Tick Tick,5/30/19
How I Met Your Mother: Season 7: Disaster Averted,5/30/19
How I Met Your Mother: Season 7: Noretta,5/30/19
How I Met Your Mother: Season 7: The Slutty Pumpkin Returns,5/29/19
How I Met Your Mother: Season 7: Mystery vs. History,5/29/19
How I Met Your Mother: Season 7: Field Trip,5/29/19
How I Met Your Mother: Season 7: The Stinson Missile Crisis,5/28/19
How I Met Your Mother: Season 7: Ducky Tie,5/28/19
How I Met Your Mother: Season 7: The Naked Truth,5/28/19
How I Met Your Mother: Season 7: The Best Man,5/28/19
How I Met Your Mother: Season 6: Challenge Accepted,5/27/19
How I Met Your Mother: Season 6: Landmarks,5/27/19
How I Met Your Mother: Season 6: The Perfect Cocktail,5/27/19
How I Met Your Mother: Season 6: Hopeless,5/26/19
How I Met Your Mother: Season 6: The Exploding Meatball Sub,5/25/19
How I Met Your Mother: Season 6: Legendaddy,5/23/19
How I Met Your Mother: Season 6: A Change of Heart,5/23/19
How I Met Your Mother: Season 6: Garbage Island,5/23/19
How I Met Your Mother: Season 6: Desperation Day,5/22/19
How I Met Your Mother: Season 6: Oh Honey,5/22/19
How I Met Your Mother: Season 6: Last Words,5/22/19
How I Met Your Mother: Season 6: Bad News,5/22/19
How I Met Your Mother: Season 6: False Positive,5/22/19
How I Met Your Mother: Season 6: The Mermaid Theory,5/21/19
How I Met Your Mother: Season 6: Blitzgiving,5/21/19
How I Met Your Mother: Season 6: Glitter,5/20/19
How I Met Your Mother: Season 6: Natural History,5/20/19
How I Met Your Mother: Season 6: Canning Randy,5/19/19
How I Met Your Mother: Season 6: Baby Talk,5/19/19
How I Met Your Mother: Season 6: Architect of Destruction,5/15/19
Playing Hard,5/14/19
How I Met Your Mother: Season 6: Subway Wars,5/14/19
Wine Country,05/12/2019
How I Met Your Mother: Season 6: Unfinished,05/08/2019
How I Met Your Mother: Season 6: Cleaning House,05/06/2019
Errementari: The Blacksmith and the Devil,05/04/2019
How I Met Your Mother: Season 6: Big Days,4/30/19
How I Met Your Mother: Season 5: Doppelgangers,4/30/19
How I Met Your Mother: Season 5: The Wedding Bride,4/29/19
How I Met Your Mother: Season 5: Robots Vs. Wrestlers,4/29/19
How I Met Your Mother: Season 5: Twin Beds,4/28/19
BONDING: Season 1: Into the Woods,4/27/19
BONDING: Season 1: Penguins,4/27/19
BONDING: Season 1: Double Date,4/27/19
BONDING: Season 1: Let's Get Physical,4/27/19
BONDING: Season 1: The Past Is Not Always Behind,4/27/19
BONDING: Season 1: Pete Shy,4/27/19
"BONDING: Season 1: Old Friends, New Names",4/27/19
How I Met Your Mother: Season 5: Home Wreckers,4/26/19
How I Met Your Mother: Season 5: Zoo or False,4/25/19
How I Met Your Mother: Season 5: Say Cheese,4/25/19
How I Met Your Mother: Season 5: Of Course,4/25/19
The Alienist: Castle in the Sky,4/24/19
The Alienist: Requiem,4/23/19
The Alienist: Psychopathia Sexualis,4/23/19
The Alienist: Many Sainted Men,4/23/19
The Alienist: Ascension,4/23/19
The Alienist: Hildebrandt’s Starling,4/22/19
The Alienist: These Bloody Thoughts,4/22/19
The Alienist: Silver Smile,4/20/19
The Alienist: A Fruitful Partnership,4/20/19
The Alienist: The Boy on the Bridge,4/20/19
How I Met Your Mother: Season 5: Perfect Week,4/19/19
How I Met Your Mother: Season 5: Jenkins,4/18/19
How I Met Your Mother: Season 5: Girls Vs. Suits,4/18/19
How I Met Your Mother: Season 5: Last Cigarette Ever,4/16/19
How I Met Your Mother: Season 5: The Window,4/13/19
How I Met Your Mother: Season 5: Slapsgiving 2: Revenge of the Slap,4/13/19
How I Met Your Mother: Season 5: The Playbook,4/13/19
How I Met Your Mother: Season 5: The Rough Patch,04/09/2019
How I Met Your Mother: Season 5: Bagpipes,04/08/2019
The Umbrella Academy: Season 1: The White Violin,04/08/2019
The Umbrella Academy: Season 1: Changes,04/05/2019
The Umbrella Academy: Season 1: I Heard a Rumor,04/04/2019
The Umbrella Academy: Season 1: The Day That Was,3/28/19
The Dirt,3/25/19
The Umbrella Academy: Season 1: The Day That Wasn't,3/25/19
The Umbrella Academy: Season 1: Number Five,3/20/19
The Umbrella Academy: Season 1: Man on the Moon,3/19/19
The Umbrella Academy: Season 1: Extra Ordinary,3/17/19
The Umbrella Academy: Season 1: Run Boy Run,3/16/19
How I Met Your Mother: Season 5: Duel Citizenship,03/12/2019
How I Met Your Mother: Season 5: The Sexless Innkeeper,03/09/2019
How I Met Your Mother: Season 5: Robin 101,03/09/2019
How I Met Your Mother: Season 5: Double Date,03/06/2019
How I Met Your Mother: Season 5: Definitions,03/05/2019
The Umbrella Academy: Season 1: We Only See Each Other at Weddings and Funerals,03/05/2019
How I Met Your Mother: Season 4: The Leap,03/05/2019
How I Met Your Mother: Season 4: As Fast as She Can,03/05/2019
How I Met Your Mother: Season 4: Right Place Right Time,03/05/2019
How I Met Your Mother: Season 4: The Three Days Rule,03/04/2019
How I Met Your Mother: Season 4: Mosbius Designs,03/04/2019
How I Met Your Mother: Season 4: Murtaugh,03/04/2019
How I Met Your Mother: Season 4: Old King Clancy,03/04/2019
"How I Met Your Mother: Season 4: Sorry, Bro",03/03/2019
How I Met Your Mother: Season 4: The Stinsons,03/03/2019
How I Met Your Mother: Season 4: Possimpible,03/03/2019
How I Met Your Mother: Season 4: Three Days of Snow,03/03/2019
How I Met Your Mother: Season 4: Benefits,03/02/2019
How I Met Your Mother: Season 4: Little Minnesota,03/01/2019
How I Met Your Mother: Season 4: The Fight,2/28/19
How I Met Your Mother: Season 4: The Naked Man,2/28/19
How I Met Your Mother: Season 4: Not a Father's Day,2/26/19
How I Met Your Mother: Season 4: Woooo!,2/26/19
The Silence of the Lambs,2/25/19
How I Met Your Mother: Season 4: Happily Ever After,2/24/19
How I Met Your Mother: Season 4: Shelter Island,2/24/19
How I Met Your Mother: Season 4: Intervention,2/24/19
How I Met Your Mother: Season 4: I Heart NJ,2/24/19
How I Met Your Mother: Season 4: The Best Burger in New York,2/24/19
How I Met Your Mother: Season 4: Do I Know You?,2/24/19
How I Met Your Mother: Season 3: Miracles,2/24/19
How I Met Your Mother: Season 3: Everything Must Go,2/24/19
How I Met Your Mother: Season 3: Rebound Bro,2/24/19
How I Met Your Mother: Season 3: The Goat,2/24/19
How I Met Your Mother: Season 3: Sandcastles in the Sand,2/24/19
How I Met Your Mother: Season 3: The Chain of Screaming,2/24/19
How I Met Your Mother: Season 3: The Bracket,2/24/19
How I Met Your Mother: Season 3: Ten Sessions,2/23/19
How I Met Your Mother: Season 3: No Tomorrow,2/23/19
How I Met Your Mother: Season 3: The Platinum Rule,2/23/19
How I Met Your Mother: Season 3: The Yips,2/23/19
How I Met Your Mother: Season 3: Slapsgiving,2/23/19
How I Met Your Mother: Season 3: Spoiler Alert,2/23/19
How I Met Your Mother: Season 3: Dowisetrepla,2/23/19
How I Met Your Mother: Season 3: How I Met Everyone Else,2/22/19
How I Met Your Mother: Season 3: I'm Not That Guy,2/21/19
How I Met Your Mother: Season 3: Little Boys,2/20/19
How I Met Your Mother: Season 3: Third Wheel,2/20/19
How I Met Your Mother: Season 3: We're Not From Here,2/19/19
How I Met Your Mother: Season 3: Wait for It,2/19/19
How I Met Your Mother: Season 2: Something Blue,2/19/19
How I Met Your Mother: Season 2: Something Borrowed,2/19/19
How I Met Your Mother: Season 2: Showdown,2/19/19
How I Met Your Mother: Season 2: Bachelor Party,2/18/19
How I Met Your Mother: Season 2: Moving Day,2/16/19
"How I Met Your Mother: Season 2: Arrivederci, Fiero",2/14/19
How I Met Your Mother: Season 2: Stuff,2/13/19
How I Met Your Mother: Season 2: Lucky Penny,2/13/19
How I Met Your Mother: Season 2: Monday Night Football,2/13/19
How I Met Your Mother: Season 2: Columns,2/13/19
How I Met Your Mother: Season 2: First Time in New York,2/13/19
How I Met Your Mother: Season 2: How Lily Stole Christmas,2/13/19
How I Met Your Mother: Season 2: Single Stamina,2/13/19
She-Wolves: England’s Early Queens: Season 1: Matilda and Eleanor,02/05/2019
Black Mirror: Bandersnatch,02/01/2019
"Titans: Season 1: Dick	Grayson",1/29/19
Titans: Season 1: Koriand'r,1/29/19
"Titans: Season 1: Hank and	Dawn",1/29/19
Titans: Season 1: Donna Troy,1/28/19
Titans: Season 1: The Asylum,1/27/19
Titans: Season 1: Jason Todd,1/27/19
Titans: Season 1: Together,1/27/19
Titans: Season 1: Doom Patrol,1/27/19
Titans: Season 1: Origins,1/27/19
Titans: Season 1: Hawk and Dove,1/27/19
Marvel's The Punisher: Season 2: The Whirlwind,1/27/19
Marvel's The Punisher: Season 2: Collision Course,1/27/19
Marvel's The Punisher: Season 2: The Abyss,1/27/19
Marvel's The Punisher: Season 2: The Dark Hearts of Men,1/27/19
Marvel's The Punisher: Season 2: Flustercluck,1/27/19
Marvel's The Punisher: Season 2: My Brother's Keeper,1/23/19
Marvel's The Punisher: Season 2: One Bad Day,1/23/19
Marvel's The Punisher: Season 2: Nakazat,1/23/19
Marvel's The Punisher: Season 2: One-Eyed Jacks,1/22/19
Marvel's The Punisher: Season 2: Scar Tissue,1/22/19
Marvel's The Punisher: Season 2: Trouble the Water,1/22/19
Close,1/21/19
Marvel's The Punisher: Season 2: Fight or Flight,1/21/19
Battle,1/20/19
Marvel's The Punisher: Season 2: Roadhouse Blues,1/20/19
Death Wish,1/19/19
Pacific Rim,1/17/19
Sherlock Holmes,1/15/19
The Great Wall,1/15/19
Tidying Up with Marie Kondo: Season 1: From Students to Improvements,1/14/19
Titans: Season 1: Titans,1/13/19
You: Season 1: Pilot,01/12/2019
The Kominsky Method: Season 1: Chapter 8. A Widow Approaches,01/10/2019
The Kominsky Method: Season 1: Chapter 7. A String Is Attached,01/10/2019
The Kominsky Method: Season 1: Chapter 6. A Daughter Detoxes,01/10/2019
The Kominsky Method: Season 1: Chapter 5. An Agent Crowns,01/10/2019
The Kominsky Method: Season 1: Chapter 4. A Kegel Squeaks,01/10/2019
The Kominsky Method: Season 1: Chapter 3. A Prostate Enlarges,01/10/2019
The Kominsky Method: Season 1: Chapter 2. An Agent Grieves,01/10/2019
The Kominsky Method: Season 1: Chapter 1. An Actor Avoids,01/10/2019
Tidying Up with Marie Kondo: Season 1: Sparking Joy After a Loss,01/07/2019
Tidying Up with Marie Kondo: Season 1: The Downsizers,01/07/2019
Tidying Up with Marie Kondo: Season 1: Empty Nesters,01/06/2019
Ip Man 3,01/06/2019
Watchmen,01/06/2019
Immortals,01/03/2019
It Follows,01/02/2019
Bird Box,12/30/18
The Last Hangover,12/27/18
Prince of Persia: The Sands of Time,12/26/18
Death by Magic: Season 1: MIAMI: Head Under Water,12/25/18
Moving Art: Season 1: Underwater,12/25/18
Moving Art: Season 1: Waterfalls,12/25/18
The Crew,12/24/18
Rogue One: A Star Wars Story,12/20/18
Louis Theroux: Collection: Louis and the Brothel,12/19/18
The Last Kingdom: Season 3: Episode 10,12/19/18
The Last Kingdom: Season 3: Episode 9,12/19/18
The Last Kingdom: Season 3: Episode 8,12/19/18
The Last Kingdom: Season 3: Episode 7,12/19/18
The Last Kingdom: Season 3: Episode 6,12/19/18
The Last Kingdom: Season 3: Episode 5,12/18/18
The Last Kingdom: Season 3: Episode 4,12/18/18
The Last Kingdom: Season 3: Episode 3,12/18/18
The Last Kingdom: Season 3: Episode 2,12/18/18
The Last Kingdom: Season 3: Episode 1,12/18/18
The Last Kingdom: Season 2: Episode 8,12/17/18
The Last Kingdom: Season 2: Episode 7,12/17/18
The Last Kingdom: Season 2: Episode 6,12/17/18
The Last Kingdom: Season 2: Episode 5,12/17/18
The Last Kingdom: Season 2: Episode 4,12/17/18
The Last Kingdom: Season 2: Episode 3,12/17/18
The Last Kingdom: Season 2: Episode 2,12/17/18
The Last Kingdom: Season 2: Episode 1,12/16/18
The Last Kingdom: Season 1: Episode 8,12/16/18
The Last Kingdom: Season 1: Episode 7,12/16/18
Training Day,12/15/18
The Last Kingdom: Season 1: Episode 6,12/14/18
The Last Kingdom: Season 1: Episode 5,12/13/18
The Last Kingdom: Season 1: Episode 4,12/13/18
Salem: Season 1: The Stone Child,12/13/18
Salem: Season 1: The Vow,12/13/18
The Last Kingdom: Season 1: Episode 3,12/12/2018
Frozen Planet: Season 1: Spring,12/09/2018
Frozen Planet: Season 1: To the Ends of the Earth,12/09/2018
The Blue Planet: A Natural History of the Oceans: Season 1: Ocean World,12/09/2018
The Last Kingdom: Season 1: Episode 2,12/07/2018
The Last Kingdom: Season 1: Episode 1,12/06/2018
The Limehouse Golem,12/05/2018
Death by Magic: Season 1: CAPE TOWN: The Great Escape,12/03/2018
Fantastic 4: Rise of the Silver Surfer,12/03/2018
Sherlock: Series 4: The Final Problem,12/02/2018
Sherlock: Series 4: The Six Thatchers,12/02/2018
Sherlock: Series 4: The Lying Detective,12/02/2018
Cam,11/21/18
The Lord of the Rings: The Return of the King,11/19/18
Dogs: Season 1: The Kid with a Dog,11/18/18
Don't Watch This: Season 1: CTRL+ALT+DEL,11/18/18
Don't Watch This: Season 1: Friendship Bracelet,11/17/18
Warrior: Season 1: The Funeral,11/14/18
Daybreakers,11/12/2018
Batman v Superman: Dawn of Justice,11/12/2018
Inferno,11/12/2018
Silencer,11/11/2018
Outlaw King,11/11/2018
Priest,11/05/2018
American Assassin,11/05/2018
Apostle,11/05/2018
The Lord of the Rings: The Fellowship of the Ring,11/04/2018
Contagion,11/04/2018
Terrorism Close Calls: Season 1: Operation Overt: The Transatlantic Liquid Bomb Plot,11/04/2018
Terrorism Close Calls: Season 1: Operation Chevrolet: The Plot to Kill Saudi Ambassador,11/04/2018
Terrorism Close Calls: Season 1: Cargo Bomb Plot,11/04/2018
Terrorism Close Calls: Season 1: The Student Bomb Maker,11/03/2018
Terrorism Close Calls: Season 1: The NY City Subway Plot,11/03/2018
Chilling Adventures of Sabrina: Part 1: Chapter Two: The Dark Baptism,11/03/2018
Haunted: Season 1: The Woman in White,10/31/18
Chilling Adventures of Sabrina: Part 1: Chapter One: October Country,10/29/18
Maniac: Limited Series: Option C,10/27/18
Maniac: Limited Series: Utangatta,10/27/18
Maniac: Limited Series: The Lake of the Clouds,10/27/18
Maniac: Limited Series: Ceci N'est Pas Une Drill,10/27/18
Maniac: Limited Series: Larger Structural Issues,10/27/18
The Curious Creations of Christine McConnell: Season 1: Snacks for Strays,10/27/18
Bram Stoker's Dracula,10/26/18
Mr. Sunshine: Season 1: Episode 1,10/25/18
FIGHTWORLD: Season 1: Mexico: La Pistola y El Corazon,10/24/18
Explained: Season 1: Extraterrestrial Life,10/23/18
Marvel's Daredevil: Season 3: A New Napkin,10/22/18
Marvel's Daredevil: Season 3: One Last Shot,10/22/18
Marvel's Daredevil: Season 3: Reunion,10/22/18
Marvel's Daredevil: Season 3: Karen,10/22/18
Marvel's Daredevil: Season 3: Revelations,10/21/18
Marvel's Daredevil: Season 3: Upstairs/Downstairs,10/21/18
Marvel's Daredevil: Season 3: Aftermath,10/21/18
Marvel's Daredevil: Season 3: The Devil You Know,10/21/18
Marvel's Daredevil: Season 3: The Perfect Game,10/21/18
Marvel's Daredevil: Season 3: Blindsided,10/20/18
Marvel's Daredevil: Season 3: No Good Deed,10/20/18
Marvel's Daredevil: Season 3: Please,10/20/18
Marvel's Daredevil: Season 3: Resurrection,10/20/18
The Haunting of Hill House: Silence Lay Steadily,10/16/18
The Haunting of Hill House: Screaming Meemies,10/16/18
The Haunting of Hill House: Witness Marks,10/16/18
Aggretsuko: Season 1: A Day in the Life of Retsuko,10/16/18
Maniac: Limited Series: Exactly Like You,10/15/18
The Haunting of Hill House: Eulogy,10/15/18
The Haunting of Hill House: Two Storms,10/15/18
The Haunting of Hill House: Steven Sees a Ghost,10/15/18
Doctor Strange,10/13/18
Designated Survivor: Season 2: Run,10/13/18
Maniac: Limited Series: Furs by Sebastian,10/12/2018
Maniac: Limited Series: Having a Day,10/12/2018
Designated Survivor: Season 2: Target,10/12/2018
Designated Survivor: Season 2: Bad Reception,10/11/2018
Designated Survivor: Season 2: Capacity,10/10/2018
Designated Survivor: Season 2: Kirkman Agonistes,10/09/2018
Designated Survivor: Season 2: Overkill,10/09/2018
Designated Survivor: Season 2: Fallout,10/09/2018
Maniac: Limited Series: Windmills,10/07/2018
Maniac: Limited Series: The Chosen One!,10/07/2018
Designated Survivor: Season 2: Summit,10/07/2018
Designated Survivor: Season 2: In the Dark,10/07/2018
Designated Survivor: Season 2: Original Sin,10/06/2018
Designated Survivor: Season 2: The Final Frontier,10/06/2018
Designated Survivor: Season 2: Grief,10/06/2018
Designated Survivor: Season 2: Line of Fire,10/06/2018
Designated Survivor: Season 2: Three Letter Day,10/06/2018
Designated Survivor: Season 2: Home,10/06/2018
Designated Survivor: Season 2: Family Ties,10/06/2018
Designated Survivor: Season 2: Two Ships,10/06/2018
Designated Survivor: Season 2: Suckers,10/06/2018
Designated Survivor: Season 2: Equilibrium,10/06/2018
Designated Survivor: Season 2: Outbreak,10/06/2018
Designated Survivor: Season 2: Sting of the Tail,10/06/2018
Designated Survivor: Season 2: One Year In,10/06/2018
Designated Survivor: Season 1: Brace for Impact,10/03/2018
Nappily Ever After,10/03/2018
Designated Survivor: Season 1: Bombshell,10/02/2018
Designated Survivor: Season 1: Misalliance,10/02/2018
Norsemen: Season 1: The Homecoming,9/30/18
American Horror Story: Freak Show: Monsters Among Us,9/29/18
Unusual Cultures: Season 1: Episode 1,9/28/18
Dark Tourist: Season 1: United States,9/28/18
Designated Survivor: Season 1: Lazarus,9/28/18
Designated Survivor: Season 1: The Ninth Seat,9/27/18
The Laws of Thermodynamics,9/27/18
I Am Not an Easy Man,9/27/18
Designated Survivor: Season 1: Party Lines,9/25/18
Designated Survivor: Season 1: One Hundred Days,9/25/18
Designated Survivor: Season 1: Commander-in-Chief,9/23/18
Designated Survivor: Season 1: Backfire,9/23/18
Designated Survivor: Season 1: The End of the Beginning,9/23/18
Designated Survivor: Season 1: Warriors,9/23/18
Designated Survivor: Season 1: The Oath,9/23/18
Designated Survivor: Season 1: The Blueprint,9/20/18
Designated Survivor: Season 1: The Results,9/17/18
Designated Survivor: Season 1: The Traitor,9/17/18
Designated Survivor: Season 1: The Interrogation,9/15/18
Designated Survivor: Season 1: The Mission,9/15/18
Designated Survivor: Season 1: The Enemy,9/15/18
Designated Survivor: Season 1: The Confession,9/13/18
Designated Survivor: Season 1: The First Day,09/04/2018
6 Days,09/04/2018
Perdida,09/04/2018
Designated Survivor: Season 1: Pilot,8/26/18
Jason Bourne,08/09/2018
From Dusk Till Dawn,08/04/2018
The Bodyguard,7/15/18
NOVA: Inside Einstein's Mind,7/15/18
The Art Of...: Season 2: The Art Of: Magic,7/15/18
The Art Of...: Season 2: The Art Of: Photography,7/13/18
Cooking on High: Season 1: Afternoon Delight,7/13/18
Warcraft,07/11/2018
Queen,07/08/2018
Queer Eye: Season 2: Make Ted Great Again,07/08/2018
Queer Eye: Season 2: Sky's the Limit,07/08/2018
Scott Pilgrim vs. the World,6/27/18
Kick-Ass 2,6/26/18
Kick-Ass,6/25/18
Joseph Campbell and the Power of Myth: The Hero's Adventure,6/24/18
Public Enemies,6/20/18
Rick and Morty: Season 1: Rixty Minutes,6/17/18
Rick and Morty: Season 1: Raising Gazorpazorp,6/17/18
Rick and Morty: Season 1: Rick Potion #9,6/17/18
Rick and Morty: Season 1: Meeseeks and Destroy,6/17/18
Teenage Mutant Ninja Turtles 2,6/16/18
Gods of Egypt,06/11/2018
Blue Velvet,06/11/2018
Ghostbusters,06/11/2018
November 13: Attack on Paris: Limited Series: Episode 2,06/10/2018
November 13: Attack on Paris: Limited Series: Episode 1,06/10/2018
Ip Man: The Final Fight,06/05/2018
The Hitman’s Bodyguard,06/05/2018
The Villainess,06/02/2018
Coffee for All,5/29/18
Wild Wild Country: Season 1: Part 1,5/29/18
Blue Is the Warmest Color,5/27/18
Rotten: Season 1: Cod Is Dead,5/21/18
Rotten: Season 1: Milk Money,5/21/18
Rotten: Season 1: Big Bird,5/20/18
Enter the Ninja,5/20/18
Rotten: Season 1: Garlic Breath,5/17/18
Rotten: Season 1: The Peanut Problem,5/17/18
"Rotten: Season 1: Lawyers, Guns & Honey",5/17/18
The Outsider,5/16/18
Bill Nye: Science Guy,5/16/18
"Bill Nye Saves the World: Season 1: Do Some Shots, Save the World",5/16/18
Bill Nye Saves the World: Season 3: What is Your Pet Really Thinking?,5/16/18
Bill Nye Saves the World: Season 3: Evolution: The Fact of Life,5/16/18
Bill Nye Saves the World: Season 3: Recipes From The Future,5/16/18
Bill Nye Saves the World: Season 3: The Addiction Episode,5/16/18
Bill Nye Saves the World: Season 3: Surviving in a World Without Water,5/16/18
Star Wars: Episode VII: The Force Awakens,5/14/18
The Mind of a Chef: Season 1: Noodle,5/14/18
John Wick,05/12/2018
The Avengers,05/12/2018
American Experience: Tesla,05/12/2018
Bill Nye Saves the World: Season 3: Cheating Death,05/12/2018
Ugly Delicious: Season 1: Shrimp & Crawfish,05/10/2018
Nymphomaniac: Volume II,4/30/18
Ugly Delicious: Season 1: Home Cooking,4/29/18
Ugly Delicious: Season 1: Tacos,4/29/18
Chef's Table: Volume 4: Pastry: Christina Tosi,4/27/18
Chef's Table: Volume 2: Dominique Crenn,4/27/18
Hanna,4/24/18
American Psycho,4/22/18
Captain America: Civil War,4/22/18
Hellboy,04/09/2018
The Girl Who Played with Fire,04/09/2018
The Girl with the Dragon Tattoo,04/09/2018
The Girl Who Kicked the Hornets' Nest,04/03/2018
The Witch,3/25/18
Comedians in Cars Getting Coffee: First Cup: Jimmy Fallon: The Unsinkable Legend - Part 1,3/22/18
"Comedians in Cars Getting Coffee: First Cup: Jim Carrey: We Love Breathing What You're Burning, Baby",3/22/18
Marvel's Jessica Jones: Season 2: AKA Playland,3/14/18
Marvel's Jessica Jones: Season 2: AKA Pray for My Patsy,3/13/18
Marvel's Jessica Jones: Season 2: AKA Three Lives and Counting,3/13/18
Marvel's Jessica Jones: Season 2: AKA Pork Chop,3/13/18
"Marvel's Jessica Jones: Season 2: AKA Shark in the Bathtub, Monster in the Bed",03/12/2018
Marvel's Jessica Jones: Season 2: AKA Ain’t We Got Fun,03/12/2018
Marvel's Jessica Jones: Season 2: AKA I Want Your Cray Cray,03/11/2018
Marvel's Jessica Jones: Season 2: AKA Facetime,03/11/2018
Marvel's Jessica Jones: Season 2: AKA The Octopus,03/11/2018
Marvel's Jessica Jones: Season 2: AKA God Help the Hobo,03/11/2018
Marvel's Jessica Jones: Season 2: AKA Sole Survivor,03/11/2018
Marvel's Jessica Jones: Season 2: AKA Freak Accident,03/11/2018
Marvel's Jessica Jones: Season 2: AKA Start at the Beginning,03/11/2018
Ugly Delicious: Season 1: Pizza,03/06/2018
The Toys That Made Us: Season 1: G.I. Joe,03/04/2018
The Toys That Made Us: Season 1: He-Man,03/04/2018
Black Mirror: Season 4: USS Callister,2/26/18
Bright,2/19/18
Bill Nye Saves the World: Season 2: How to Travel Through Time,2/19/18
Bill Nye Saves the World: Season 2: Extinction: Why All Our Friends Are Dying,2/19/18
"Bill Nye Saves the World: Season 2: Sex, Drugs and Superbugs",2/19/18
Bill Nye Saves the World: Season 2: We Suck at Sleeping,2/19/18
Bill Nye Saves the World: Season 2: Your Computer Is Under Attack,2/19/18
Bill Nye Saves the World: Season 2: The Marijuana Episode,2/18/18
Stranger than Fiction,2/18/18
X2: X-Men United,2/17/18
Thor: The Dark World,2/14/18
Hot Girls Wanted,2/14/18
The Cloverfield Paradox,02/12/2018
Zombieland,02/07/2018
The Crown: Season 2: Matrimonium,02/04/2018
The Crown: Season 2: Vergangenheit,02/04/2018
The Crown: Season 2: Marionettes,02/01/2018
Conan the Barbarian,02/01/2018
The Foreigner,02/01/2018
The Crown: Season 2: Beryl,1/31/18
The Crown: Season 2: Lisbon,1/31/18
The Crown: Season 2: A Company of Men,1/31/18
The Crown: Season 2: Misadventure,1/31/18
Peaky Blinders: Season 3: Episode 6,1/24/18
Peaky Blinders: Season 3: Episode 5,1/24/18
Peaky Blinders: Season 3: Episode 4,1/24/18
Peaky Blinders: Season 3: Episode 3,1/23/18
Peaky Blinders: Season 3: Episode 2,1/23/18
Peaky Blinders: Season 3: Episode 1,1/23/18
Peaky Blinders: Season 2: Episode 6,1/22/18
Peaky Blinders: Season 2: Episode 5,1/22/18
Peaky Blinders: Season 2: Episode 4,1/22/18
Peaky Blinders: Season 1: Episode 4,1/22/18
Peaky Blinders: Season 2: Episode 3,1/21/18
Peaky Blinders: Season 2: Episode 2,1/21/18
Peaky Blinders: Season 2: Episode 1,1/21/18
The Hunger Games: Catching Fire,1/21/18
Peaky Blinders: Season 1: Episode 6,1/21/18
The Open House,1/21/18
Peaky Blinders: Season 1: Episode 5,1/21/18
Peaky Blinders: Season 1: Episode 3,1/20/18
Rick and Morty: Season 2: Mortynight Run,1/17/18
Power Rangers,1/17/18
Black Mirror: Season 4: Black Museum,1/14/18
Black Mirror: Season 4: Metalhead,1/14/18
Black Mirror: Season 4: Hang the DJ,01/12/2018
Black Mirror: Season 4: Crocodile,01/10/2018
Black Mirror: Season 4: Arkangel,01/09/2018
Friends: Season 4: The One with Rachel's Crush,01/05/2018
Friends: Season 4: The One with the Embryos,01/05/2018
Friends: Season 4: The One with Phoebe's Uterus,01/05/2018
Friends: Season 4: The One with the Girl from Poughkeepsie,01/05/2018
Friends: Season 1: The One Where Monica Gets a Roommate (Pilot),01/05/2018
Samurai Gourmet: Season 1: Mid-Day Beer at a Restaurant,01/04/2018
Dark: Season 1: Alpha and Omega,01/03/2018
Dark: Season 1: Everything Is Now,01/03/2018
"Dark: Season 1: As You Sow, So You Shall Reap",01/03/2018
Dark: Season 1: Crossroads,01/02/2018
Dark: Season 1: Sic Mundus Creatus Est,01/02/2018
Dark: Season 1: Truths,01/01/2018
Dark: Season 1: Double Lives,12/24/17
Dark: Season 1: Past and Present,12/23/17
Dark: Season 1: Lies,12/23/17
Dark: Season 1: Secrets,12/21/17
Chef's Table: Volume 3: Tim Raue,12/20/17
Manhunt: Unabomber: UNABOM,12/15/17
Pulp Fiction,12/13/17
The Babadook,11/30/17
Hitman: Agent 47,11/30/17
Marvel's The Punisher: Season 1: Memento Mori,11/29/17
Marvel's The Punisher: Season 1: Home,11/28/17
